id,gender,age,signup_method,signup_flow,language,affiliate_channel,affiliate_provider,first_affiliate_tracked,signup_app,first_device_type,first_browser,action,action_type,action_detail,device_type,secs_elapsed,country_destination
131,1,37,0,12,0,0,0,0,0,1,4,5,3,10,3,2946,1
101,0,38,0,25,0,1,0,0,3,0,0,57,4,10,6,36061,6
101,0,39,0,0,0,6,0,0,3,1,1,35,4,10,2,33441,0
19,1,37,0,0,0,3,1,1,0,0,3,36,2,2,4,2935,0
75,0,37,0,0,0,6,0,0,0,2,0,34,0,10,4,31063,6
19,1,38,0,24,0,0,5,2,0,0,1,5,3,34,6,4376,0
100,1,39,1,0,0,5,5,0,0,0,3,19,4,34,2,120156,3
19,1,37,0,0,0,0,0,0,0,0,1,4,0,33,2,4452,0
19,0,37,0,0,0,0,0,0,0,0,6,5,0,33,1,896601,1
19,0,38,0,0,0,0,0,0,0,0,0,5,6,6,2,4556,0
19,1,37,1,25,0,2,0,0,1,2,0,5,4,10,2,2264,1
19,0,37,0,0,0,0,0,1,3,0,1,5,4,6,0,1963,0
19,0,37,0,0,0,1,1,0,0,0,0,35,4,10,1,3415,0
100,1,39,0,0,0,0,1,1,0,5,10,5,4,10,0,2607,1
100,0,39,0,0,0,0,1,1,3,1,2,65,1,10,3,2457,0
101,0,36,0,24,0,0,1,0,0,0,0,5,3,2,4,308000,0
18,1,37,0,0,0,0,0,0,0,5,0,5,4,19,6,4743,0
19,0,37,0,0,0,0,2,1,0,0,4,34,4,10,4,3195,0
100,1,37,0,0,0,2,2,0,0,1,1,20,3,14,1,113211,1
19,0,40,0,24,0,0,0,1,3,4,0,34,0,10,2,47558,0
19,1,39,0,0,0,7,0,1,3,3,2,34,4,10,0,5180,6
75,1,39,1,0,0,3,0,0,0,3,3,5,4,33,3,4213,0
100,0,37,0,0,5,6,0,1,0,3,1,60,3,2,3,743,1
130,0,38,1,0,0,0,0,0,0,0,1,58,3,6,1,31810,0
75,1,40,0,24,0,7,0,0,1,1,4,5,5,19,4,44480,1
19,0,38,0,0,0,1,1,0,0,0,2,65,4,19,3,36052,0
131,1,39,0,0,2,0,0,0,0,0,0,5,7,10,2,5719,0
100,1,38,0,0,0,0,0,0,0,1,0,18,0,13,3,5940,0
19,3,38,1,0,0,0,1,1,0,0,2,5,2,6,3,37664,0
19,0,39,0,12,0,0,0,1,0,6,4,33,4,32,2,4256,6
74,0,37,0,0,0,0,5,0,0,1,6,20,0,10,3,3325,0
101,1,39,0,0,4,1,0,1,0,6,1,34,3,7,3,99515,0
74,1,37,1,0,0,2,6,0,2,4,2,19,0,6,2,2971,6
99,0,38,0,0,4,4,0,2,0,1,4,5,0,32,3,38606,1
132,3,36,1,24,0,1,0,0,0,0,1,35,6,10,2,2022,1
130,0,37,0,0,0,0,1,1,0,0,0,35,4,14,2,1948,6
74,1,38,0,0,0,4,0,0,0,1,3,60,4,7,4,1976,0
19,1,38,0,24,0,0,0,0,0,0,0,5,1,14,2,32966,0
131,1,36,0,0,0,3,0,1,0,0,1,60,4,10,3,1990,0
101,0,37,1,0,0,4,0,0,2,2,3,5,6,19,3,37826,0
100,1,38,0,0,0,0,0,1,2,5,2,5,0,10,3,2953,0
101,1,37,0,0,0,0,1,2,0,5,1,19,1,10,3,35649,0
130,3,40,0,0,0,0,0,0,0,1,2,58,4,6,3,4289,1
19,1,37,1,0,14,0,1,1,0,1,0,5,4,35,2,4018,0
74,1,37,0,0,0,1,1,0,0,7,2,35,0,10,6,1698,0
19,1,38,0,25,0,4,1,1,0,1,0,5,5,2,4,30101,0
101,1,36,0,0,0,0,0,1,0,5,1,19,0,6,6,3433,0
74,0,38,0,25,0,0,0,2,0,1,1,33,4,19,6,373857,0
131,3,37,0,12,0,6,0,0,0,0,0,6,4,6,3,883,1
130,1,38,0,0,2,6,0,3,1,1,5,5,3,10,2,3689,1
19,1,37,0,0,4,4,8,2,0,0,0,5,4,2,5,27799,4
74,1,38,1,0,0,4,2,1,2,1,2,5,1,6,3,37308,0
18,0,39,1,0,0,0,0,2,0,1,3,5,5,14,4,121310,1
131,0,36,0,12,0,1,1,2,0,5,2,5,1,10,3,154399,0
131,0,39,0,0,0,0,0,2,1,1,5,34,2,6,7,35833,1
74,0,37,0,12,1,0,1,1,1,1,0,35,1,7,2,27889,3
100,3,40,0,0,0,0,1,0,0,0,0,58,4,32,2,131872,0
74,3,39,0,0,0,4,1,2,0,4,0,34,4,10,2,3886,6
75,0,37,1,0,0,1,0,0,0,1,6,59,0,10,3,30978,0
100,1,40,1,0,0,1,4,2,1,1,2,5,4,14,2,139777,0
74,0,39,0,0,0,0,0,0,0,0,5,33,7,1,2,1067921,1
100,1,36,0,0,0,0,0,0,0,3,5,6,1,7,3,22853,0
74,1,39,1,12,0,0,0,0,1,2,1,60,3,6,2,5356,9
19,1,40,1,12,0,2,2,1,0,0,1,5,4,14,2,37066,0
74,1,39,1,12,0,2,0,0,0,0,2,66,6,10,2,232670,0
100,1,39,0,24,0,0,0,2,0,7,0,5,6,6,2,36986,0
19,0,38,0,12,0,0,2,2,0,0,0,5,3,6,2,785546,0
100,0,38,0,12,0,0,2,2,0,0,2,5,4,10,2,37389,0
19,0,37,1,0,4,0,1,0,0,0,4,5,5,6,3,3633,0
74,3,38,1,24,0,0,1,2,3,0,1,65,6,6,3,4500,4
101,3,37,0,0,0,0,2,2,2,0,3,35,0,10,3,24373,0
74,0,37,1,0,0,0,2,1,0,0,5,5,3,35,1,2398,0
74,1,39,0,0,2,2,1,2,1,0,5,61,4,7,3,881629,0
101,1,38,0,12,0,0,2,0,0,0,0,19,1,34,3,3328,5
100,1,38,1,0,0,0,0,2,0,3,1,5,0,6,2,2782,1
74,0,40,1,0,0,4,0,1,0,0,0,5,1,6,2,5892,0
19,0,36,1,0,0,7,1,2,0,0,4,4,4,2,3,3175,0
131,3,39,0,0,0,4,1,2,0,0,1,4,4,1,2,7122,0
74,1,38,0,0,0,0,1,0,0,1,2,35,0,2,1,326273,0
19,0,39,1,24,0,2,2,1,0,1,0,5,4,6,2,4734,0
131,1,37,1,0,4,1,0,2,1,7,3,68,4,2,2,2635,4
100,0,37,0,0,0,0,0,0,0,0,3,34,3,10,3,2642,1
101,3,38,0,0,0,0,0,2,0,3,3,20,3,7,3,3766,0
19,0,37,1,0,0,4,1,0,0,3,3,5,4,19,2,1557,1
101,0,39,0,0,0,0,0,0,0,5,0,19,6,6,6,5121,0
131,1,38,0,25,0,0,1,1,0,0,2,65,1,10,3,3630,0
131,1,37,1,0,0,4,1,0,1,0,0,5,1,6,2,2743,0
131,1,39,1,0,0,1,1,0,0,1,3,33,1,10,0,5603,0
101,1,38,0,0,0,0,1,0,0,3,2,5,7,6,2,4033,0
74,3,39,0,0,0,0,0,1,0,1,0,18,4,6,3,5553,0
74,1,38,0,0,0,0,5,2,0,1,0,33,4,32,2,41024,0
74,3,40,0,0,0,0,8,0,1,1,1,18,5,13,6,6649,1
101,0,38,0,12,0,0,0,0,0,0,3,5,4,10,2,30042,0
130,3,38,0,0,1,0,0,2,1,0,3,36,1,6,3,2501,0
100,1,36,1,0,0,0,1,0,0,0,1,20,4,10,3,131,0
73,1,37,0,0,0,0,1,0,0,0,0,34,4,10,2,33510,0
131,3,38,0,12,0,0,1,2,0,0,1,35,0,2,2,1754,9
74,3,37,0,0,0,0,0,0,0,1,2,5,1,10,2,176986,1
131,1,38,0,24,0,0,0,0,0,3,1,5,0,32,2,36680,0
19,3,40,0,0,0,0,0,0,2,0,1,19,1,6,2,43715,1
19,3,38,0,24,0,0,0,2,3,1,1,64,4,10,2,37266,0
74,1,41,0,24,0,0,5,0,0,4,3,5,1,32,3,420882,0
18,0,39,0,0,2,2,0,0,0,1,0,19,0,10,2,4568,0
74,0,39,1,0,0,0,6,1,0,0,1,61,1,2,2,4182,1
101,1,36,1,0,0,0,0,2,0,1,0,6,3,10,4,20831,0
74,1,38,0,25,0,0,1,1,0,0,0,33,3,2,4,127675,1
19,1,38,0,0,0,0,0,3,2,1,1,5,2,6,3,2855,3
100,0,37,1,12,0,0,0,1,0,7,2,18,7,6,3,928059,0
131,1,37,0,24,0,2,0,0,0,0,0,34,0,6,2,2737,0
100,1,37,0,0,0,0,0,2,0,1,0,67,6,35,3,1914,1
19,0,39,0,24,0,2,0,0,0,2,0,20,0,10,2,4051,0
18,1,36,0,0,0,1,0,0,0,1,2,5,1,7,2,231501,0
19,0,40,1,0,0,4,2,0,0,3,0,5,4,10,2,119152,0
19,0,38,1,0,0,0,1,1,0,1,3,5,3,6,6,3026,0
74,1,37,1,0,0,0,0,0,0,1,2,5,0,7,2,1336,1
74,3,39,0,0,0,0,6,2,0,3,3,18,4,6,2,5571,0
131,0,37,0,0,0,4,1,0,0,0,1,59,5,19,2,4397,0
74,1,39,0,0,0,0,0,0,0,3,6,35,4,10,3,4876,1
75,1,36,0,25,0,7,1,1,0,0,1,5,4,6,0,648,0
130,1,36,0,0,0,0,0,3,0,0,6,59,4,6,4,2133,1
130,0,37,0,0,0,6,0,2,0,0,1,6,3,7,0,174417,1
101,0,39,0,12,0,2,1,1,0,5,1,5,4,10,2,185451,0
100,3,39,0,24,0,4,0,1,2,6,2,64,6,10,1,7729,0
18,1,36,0,0,0,1,0,0,0,0,1,4,0,2,6,1717,0
100,1,39,0,0,0,1,8,0,0,1,6,5,3,33,3,106518,0
74,3,38,0,0,0,0,0,2,0,3,0,4,4,6,3,3886,0
73,1,37,0,0,0,0,1,0,0,2,0,5,0,6,4,4555,1
73,1,40,0,0,0,0,0,0,0,4,4,19,4,6,2,6997,9
131,1,38,1,0,0,0,0,1,0,0,1,5,7,6,3,2867,0
75,0,39,0,0,0,6,0,1,0,1,1,5,0,13,4,4154,0
99,1,36,1,0,0,3,0,1,0,4,5,60,4,10,3,28100,0
74,1,37,0,0,0,4,2,1,0,1,3,63,4,1,5,114255,0
100,0,36,0,0,0,0,1,0,0,6,3,20,4,19,0,28314,4
100,1,37,1,0,0,1,0,1,0,4,0,34,4,33,3,838927,0
19,0,37,0,12,0,0,0,0,0,4,0,67,1,34,2,3447,0
101,1,38,0,12,0,0,0,0,0,1,5,20,3,35,2,35534,0
100,0,37,1,12,0,2,0,0,0,5,6,34,1,10,0,2305,0
131,1,39,0,0,0,4,1,2,0,2,0,5,3,6,3,4793,1
100,0,36,1,0,0,4,0,0,0,1,5,4,3,10,2,112063,0
131,1,38,0,24,0,6,1,2,0,5,0,5,4,19,6,5237,0
131,1,39,0,0,0,0,2,1,0,3,0,5,0,19,3,42029,0
19,3,37,0,0,0,0,2,0,0,5,2,5,3,6,3,3890,0
130,0,39,1,0,0,1,4,1,0,0,0,5,4,32,2,383582,1
101,1,37,1,0,0,0,0,1,0,7,0,5,4,10,0,3470,1
100,0,36,0,0,0,6,0,1,0,7,4,5,0,34,8,1986,0
19,1,37,0,0,0,0,5,0,0,0,0,19,1,33,2,2193,0
131,1,36,0,0,0,0,1,1,0,6,0,20,3,10,3,23671,1
100,0,37,0,25,0,0,0,2,0,0,1,5,4,10,2,2269,1
100,1,39,0,0,0,0,0,2,0,2,5,5,0,6,6,6985,0
130,0,37,0,24,0,0,0,0,0,1,0,5,1,10,3,813,0
74,0,37,0,0,4,0,1,2,1,0,1,5,4,10,0,2118,0
19,1,37,0,0,0,3,6,0,0,5,1,35,1,2,1,102481,2
131,1,40,1,0,0,2,2,1,0,0,2,5,1,6,1,6254,0
131,0,36,0,25,0,0,0,0,0,5,5,35,4,34,6,166718,0
19,3,39,0,0,0,4,1,3,0,1,10,5,1,32,0,42494,4
19,0,35,0,0,0,0,0,0,0,0,4,5,4,2,4,24964,0
19,1,38,1,0,0,0,0,1,0,0,1,69,1,10,6,2859,6
101,0,39,0,12,0,0,0,3,0,3,0,19,0,32,1,5852,0
19,1,39,0,0,0,0,0,3,0,0,6,67,3,10,3,4238,0
19,0,39,1,24,0,0,2,0,0,0,4,5,1,19,2,5354,0
19,0,40,0,0,0,6,0,0,0,6,5,5,3,6,2,5730,0
18,3,38,0,0,0,1,8,0,0,0,3,5,0,10,2,818776,0
100,1,37,0,0,0,0,0,0,2,2,0,5,2,20,4,1327,1
131,0,37,0,0,0,6,0,0,2,0,1,33,0,10,6,2945,0
74,1,37,0,12,0,0,0,2,0,1,2,5,0,6,0,3187,0
131,3,38,0,25,0,5,0,0,0,5,2,4,4,32,2,4222,0
100,0,38,0,0,0,2,0,2,0,3,6,5,0,6,3,3046,0
19,1,39,0,0,0,4,6,2,1,0,1,5,1,10,2,42010,0
131,0,38,0,0,0,4,1,0,2,0,0,34,2,33,2,209552,0
74,3,37,1,0,0,0,1,1,0,4,0,5,4,10,6,4402,4
100,1,37,0,0,0,0,5,0,0,1,6,18,4,10,3,3401,0
19,0,40,1,25,2,0,1,0,0,1,0,66,0,6,2,5867,1
131,1,39,0,0,0,1,1,2,0,1,0,4,4,10,3,6974,1
100,1,39,1,12,0,0,0,1,0,6,0,5,4,6,1,98214,1
74,1,37,0,0,0,0,1,0,0,1,0,5,4,19,3,1608,6
130,0,38,1,0,0,1,1,2,0,0,5,5,0,7,3,31943,0
99,1,38,0,0,0,0,0,0,0,7,4,20,4,10,3,1260,0
131,1,40,1,0,0,1,2,0,0,0,0,5,3,10,4,5783,0
100,1,40,0,0,0,1,0,2,0,0,1,5,0,6,2,38287,6
100,1,39,1,0,0,1,4,1,0,0,0,5,1,10,4,113437,0
74,1,38,0,0,0,0,0,0,0,0,2,5,0,33,2,382229,0
131,1,38,0,0,0,0,0,1,0,0,0,5,0,34,2,1013512,0
19,1,39,0,0,0,2,1,2,2,0,1,6,4,10,1,4045,6
74,0,35,1,0,0,0,8,0,0,2,4,34,0,19,2,739112,5
100,0,40,0,0,0,1,0,0,0,1,1,5,0,10,3,5871,0
19,1,38,0,0,0,4,0,0,0,1,1,5,4,19,3,2866,1
130,3,37,0,0,0,0,6,1,0,0,5,4,0,33,6,4111,0
101,0,39,0,0,0,4,0,0,0,7,5,5,0,2,3,3491,0
75,0,36,1,0,0,1,0,1,0,6,10,59,0,2,3,1160,6
19,0,38,0,24,0,4,1,2,3,1,2,5,4,6,1,33625,0
100,0,37,0,0,0,0,0,0,0,1,2,5,1,10,5,2253,3
19,0,38,1,0,0,1,1,1,0,1,0,5,3,2,2,2321,6
19,0,36,1,12,0,0,0,0,0,5,2,19,4,14,0,2875,0
74,3,38,1,12,0,0,0,0,0,1,1,36,4,6,1,1977,5
19,1,38,0,0,0,3,0,1,0,1,2,66,4,14,1,3141,3
19,1,37,0,12,0,4,0,0,0,0,0,5,0,1,4,829730,1
19,3,37,1,0,0,4,1,0,0,3,0,5,4,10,2,1450,3
19,0,38,1,12,0,1,0,3,2,3,0,34,1,6,2,5993,4
74,3,37,1,0,0,0,0,1,0,0,5,57,1,10,3,105790,0
75,1,38,0,0,0,0,1,0,0,6,0,64,5,19,1,123683,0
100,0,39,0,0,0,0,0,0,1,4,10,34,4,10,3,6646,7
20,3,37,1,0,0,3,1,1,0,1,1,5,3,6,5,34237,1
101,0,37,0,25,0,0,5,1,3,0,2,5,4,6,3,103602,0
131,0,38,1,0,0,0,0,0,0,1,1,5,3,10,3,37674,0
19,0,37,1,0,0,0,6,1,0,3,3,33,3,33,2,40461,0
19,3,39,1,0,1,0,0,1,2,1,0,5,0,6,3,3480,1
100,0,41,0,25,0,0,0,1,0,4,1,5,3,19,3,987345,1
75,0,37,0,0,0,4,2,0,0,1,0,67,0,7,7,1736,0
75,1,38,0,0,0,0,0,0,3,3,3,34,3,6,2,2762,1
19,1,38,0,0,4,0,0,2,0,1,0,5,3,32,3,5207,0
101,3,38,0,0,0,4,1,0,0,0,3,5,4,10,2,5070,0
100,1,37,1,0,0,0,0,0,0,1,4,63,0,1,2,110638,0
74,0,38,0,12,0,1,0,0,0,0,3,6,7,34,3,2731,0
131,0,37,0,0,0,1,0,0,0,1,6,64,2,2,3,2458,0
74,1,37,0,12,0,3,0,0,0,4,5,57,0,10,4,3616,0
19,1,40,0,0,0,4,2,2,3,7,2,5,1,10,2,6096,0
19,0,37,0,0,0,0,2,2,0,3,0,63,3,10,2,3014,0
73,1,37,0,0,0,1,1,0,0,1,1,63,4,6,2,1256,9
74,0,39,1,24,0,1,0,1,0,0,4,57,4,10,3,3914,0
74,1,36,0,0,0,4,1,0,1,0,2,4,0,6,3,3910,0
74,0,37,0,0,0,1,0,1,1,0,1,18,4,10,2,1731,0
19,0,35,0,0,2,0,0,1,0,5,6,19,3,19,1,31557,1
18,1,38,0,12,0,0,1,0,0,1,6,5,0,19,3,4148,0
74,1,38,0,0,0,6,2,1,0,4,1,5,0,1,3,4524,0
131,1,41,0,12,0,4,0,0,0,5,0,5,3,2,2,5100,0
131,1,40,0,0,0,3,2,0,2,1,3,5,2,6,2,111275,0
19,1,39,1,0,0,0,0,0,0,4,0,34,4,19,1,5073,4
19,1,38,0,0,0,3,2,2,1,0,4,4,4,10,3,4640,4
18,0,37,0,12,1,0,1,3,0,5,2,34,4,10,3,3516,0
100,1,39,0,0,0,0,0,1,0,4,1,5,4,10,3,3922,4
101,0,38,0,25,0,0,1,0,3,0,1,5,0,10,6,6038,1
19,1,37,0,12,0,0,1,2,0,1,2,5,0,10,3,27089,0
131,1,40,0,12,0,2,0,0,0,1,3,34,0,1,3,5731,1
100,0,37,0,0,0,0,0,0,0,0,3,4,7,6,2,32736,0
19,0,38,0,0,0,0,0,2,0,0,2,66,0,10,3,5308,0
101,3,38,0,0,0,1,8,0,0,1,1,59,1,2,3,4086,0
19,1,38,0,25,0,4,1,0,0,0,1,19,3,10,2,41958,5
100,0,39,0,0,0,0,1,2,0,0,3,34,1,10,3,4275,1
74,1,37,1,12,0,1,0,1,0,0,0,65,0,6,2,2207,1
100,3,39,0,0,0,1,1,0,0,1,0,34,3,6,2,126362,9
131,3,38,0,0,2,0,8,0,3,0,1,5,3,10,2,1862,1
101,1,37,0,0,0,0,2,0,0,4,2,5,0,6,3,1673,4
19,3,39,0,24,0,0,2,0,2,0,0,34,3,10,2,3009,0
19,3,36,0,0,0,0,0,2,0,0,0,18,0,6,7,1783,3
100,0,36,0,0,0,0,0,1,2,3,1,34,1,10,2,32542,0
19,3,39,0,0,0,0,5,2,0,0,0,63,3,10,7,5817,4
75,0,38,0,0,0,0,0,0,0,0,1,5,6,14,3,2572,3
19,1,36,0,0,0,7,1,2,0,0,3,71,1,14,2,73808,1
101,0,42,1,0,1,2,0,2,3,2,1,5,4,2,3,6908,0
131,1,41,0,12,0,0,0,1,0,5,3,19,0,6,3,385715,5
19,0,37,0,0,0,2,0,0,0,0,0,33,0,19,3,3721,0
131,1,36,1,0,0,0,2,1,0,7,0,59,1,7,6,1181,0
19,1,36,1,0,1,6,1,0,0,0,4,34,4,10,2,3313,0
74,0,39,1,12,0,0,0,0,0,1,1,34,4,6,6,4858,0
74,1,40,1,0,0,1,1,2,0,4,1,34,1,6,4,5581,9
100,0,38,1,0,0,6,0,3,1,1,0,19,7,19,4,2622,0
100,3,37,0,25,0,0,0,0,0,6,5,64,4,33,2,109959,1
100,0,36,0,0,0,1,0,2,2,1,4,58,1,32,2,107340,1
19,0,38,0,0,0,1,2,1,1,5,0,5,4,14,3,34661,2
101,3,36,0,0,0,0,1,2,0,4,2,5,0,2,4,1012,0
19,1,36,0,0,0,2,0,2,3,0,2,35,1,10,3,157689,0
74,1,38,0,0,0,0,0,1,0,1,0,63,1,6,3,3031,0
19,3,38,1,0,0,0,0,0,0,2,1,19,0,34,3,4082,0
74,1,35,0,0,0,0,0,0,0,1,0,5,0,7,2,84024,0
74,1,37,1,0,0,0,0,0,0,0,10,5,4,6,2,31263,0
74,0,38,0,0,0,0,1,0,0,5,0,18,4,31,3,6242,0
19,1,40,0,0,0,0,0,2,3,4,0,5,1,10,4,6146,1
100,1,37,0,0,0,4,6,0,3,0,3,20,4,19,3,33207,0
100,0,38,0,0,0,0,2,0,0,4,0,35,1,7,3,1641,0
19,0,39,0,0,0,1,0,0,0,0,4,35,6,34,5,5807,0
19,0,37,0,0,14,4,0,0,0,0,5,5,4,7,6,2246,0
19,1,38,1,0,0,4,1,0,0,2,0,20,4,34,1,3947,1
75,1,37,1,0,0,3,0,2,0,1,2,19,0,2,2,3834,0
19,3,39,0,25,0,7,0,0,0,1,1,34,4,6,3,4103,6
101,0,41,0,0,0,3,1,2,3,1,3,19,3,10,4,7543,0
18,0,36,0,0,0,0,0,2,0,0,2,35,0,14,2,73538,0
19,0,38,0,25,0,3,2,1,0,1,3,5,3,6,2,2363,0
75,1,37,1,0,0,4,0,0,0,5,1,34,3,10,2,764856,0
130,3,37,1,0,0,3,0,0,0,1,1,5,3,20,3,84950,0
131,0,38,1,0,0,0,0,2,0,1,0,5,1,19,2,4681,0
19,1,37,0,12,0,0,1,0,0,1,0,5,5,34,0,3528,1
18,0,38,0,0,0,1,1,0,0,2,3,59,2,19,3,4004,0
19,0,39,0,12,0,7,1,2,0,0,3,5,1,10,3,2660,5
19,3,37,0,0,4,0,0,2,3,2,1,5,0,6,2,2960,5
19,1,38,0,0,0,0,0,1,0,1,1,5,1,10,2,33191,0
18,1,38,1,0,0,0,4,0,0,0,0,5,3,2,2,2965,3
101,3,37,0,0,0,0,2,2,0,5,0,5,0,14,2,855005,0
73,3,37,0,0,0,0,0,2,1,0,1,5,0,7,7,189581,0
131,0,38,0,0,0,6,1,2,0,5,2,5,4,33,5,2812,4
18,1,38,0,0,0,0,5,1,0,1,0,34,3,10,2,2027,2
131,1,38,1,0,0,1,0,0,0,0,1,33,4,10,2,4735,0
19,1,36,0,0,0,0,0,3,0,1,5,5,0,2,2,427,0
75,0,39,0,0,0,6,1,3,0,0,10,6,4,10,3,2371,0
101,1,37,1,0,0,5,0,0,0,5,0,18,4,6,3,873085,4
101,0,36,0,0,0,0,1,0,1,1,1,34,0,2,2,1925,0
19,0,39,0,24,0,6,0,0,2,4,2,18,0,6,2,6838,2
19,0,36,0,12,0,0,0,2,0,0,3,35,4,7,1,754954,0
101,0,38,0,0,5,0,1,0,0,0,2,5,3,10,1,1198,4
101,0,37,0,0,0,0,1,1,2,1,10,5,4,19,4,88280,0
100,0,38,0,12,0,0,0,0,3,1,4,35,6,10,2,707,0
19,1,38,1,0,0,0,0,1,0,0,6,64,0,10,2,35245,1
100,0,39,0,0,0,4,0,1,0,1,2,34,4,32,1,6527,0
19,1,39,0,0,1,4,0,1,3,1,2,34,6,10,3,6578,0
18,0,37,1,0,0,4,0,1,0,0,2,69,4,10,3,1774,6
19,0,37,0,0,0,2,1,1,0,3,0,5,0,2,3,2612,0
100,0,38,0,0,0,0,5,1,1,1,1,67,4,10,2,37157,0
100,3,36,1,0,0,4,1,1,0,1,0,64,2,10,2,1900,0
74,1,38,1,0,0,0,0,1,0,4,3,64,0,13,3,4568,0
19,1,37,0,0,0,0,4,0,0,7,0,35,4,10,3,945,0
19,0,39,0,0,0,6,1,3,0,0,2,5,1,10,3,37578,6
101,1,38,1,0,0,4,0,0,0,0,0,5,7,10,2,2411,0
100,0,38,0,0,0,0,1,2,2,4,1,19,6,6,6,4583,1
130,0,37,0,0,0,0,1,0,0,0,2,33,0,13,2,5652,0
130,1,37,1,0,0,0,2,0,0,1,4,57,0,6,6,29352,1
101,0,39,0,25,2,1,4,1,0,0,4,34,1,6,3,4766,4
74,1,39,0,0,0,0,0,1,0,5,0,64,3,10,1,5154,0
20,1,37,0,24,0,0,2,1,2,3,0,5,2,6,3,30927,0
74,1,37,0,12,1,0,0,0,0,0,0,5,6,19,2,33005,0
74,1,36,0,0,0,0,0,1,0,1,1,5,2,10,3,2983,0
75,0,41,1,0,0,0,0,3,1,4,2,35,2,10,3,132569,4
100,0,38,1,0,0,7,1,0,0,0,0,57,4,2,3,5327,1
74,0,36,0,25,2,0,1,1,3,3,0,35,4,10,1,1808,3
74,1,42,0,12,0,2,5,2,0,0,2,5,3,6,3,143429,1
100,0,38,1,25,0,7,5,0,0,1,0,5,3,32,3,4600,9
19,0,37,1,0,0,0,0,0,0,1,0,67,4,10,3,38900,0
74,3,38,0,0,0,0,0,0,0,1,1,35,4,14,3,3739,0
18,1,37,1,0,5,4,1,0,0,0,0,5,0,33,3,306664,0
74,3,41,1,0,0,0,0,0,0,3,0,34,4,2,2,966907,1
101,1,38,1,0,0,7,1,2,1,2,0,4,2,6,3,3101,0
19,3,39,0,0,0,0,2,2,0,1,0,35,3,6,0,4336,0
74,1,39,1,0,0,4,0,0,0,4,0,5,4,6,2,4902,5
19,1,41,0,0,4,0,1,0,2,1,1,18,0,19,3,7867,0
19,1,38,0,0,0,0,0,0,0,1,0,33,0,10,3,2744,0
19,1,39,1,0,2,0,1,2,0,0,1,59,4,6,3,6692,2
131,0,37,0,0,0,0,0,1,0,0,4,33,1,19,6,3240,0
130,0,37,1,0,9,3,0,0,0,1,3,64,2,13,1,4445,3
19,0,41,0,25,1,0,0,0,2,1,0,5,1,32,2,144521,0
131,0,37,0,12,0,2,1,1,0,0,2,34,4,1,3,3764,0
18,0,37,0,0,0,3,1,1,0,0,0,58,0,19,3,34091,0
19,0,39,0,0,0,3,0,0,0,4,0,5,0,19,2,41534,9
131,3,38,0,0,0,1,0,2,3,0,0,34,0,35,0,203540,0
101,1,38,0,0,0,0,0,1,0,1,1,5,0,2,3,3465,0
19,0,37,1,0,0,0,2,1,0,0,3,34,5,1,2,3610,0
74,0,37,1,24,0,1,0,1,1,0,0,34,4,10,6,2467,0
100,0,39,0,12,0,1,1,0,3,0,3,66,0,19,1,47171,0
74,0,36,1,0,0,0,0,2,0,0,0,5,4,10,2,271084,4
100,1,37,0,0,0,0,0,0,0,0,6,35,4,10,3,2694,6
19,0,39,0,12,14,0,0,1,3,7,1,5,6,10,6,5066,1
131,1,41,1,0,4,1,0,3,1,4,3,5,0,32,2,140035,0
74,0,39,0,0,4,4,0,2,3,1,0,19,4,10,3,6183,0
74,0,36,0,0,0,1,1,0,0,0,1,35,1,2,1,2144,4
101,1,37,0,0,0,0,2,2,0,0,2,4,0,19,2,5822,0
100,0,37,1,0,0,0,0,2,0,1,3,5,4,19,4,34888,0
75,1,39,0,24,0,0,6,1,0,4,1,19,5,6,2,4663,1
74,1,36,0,0,0,1,0,0,0,1,4,67,4,10,2,29577,0
74,3,37,1,0,0,0,0,1,0,0,5,34,4,10,3,32348,0
19,0,40,1,0,5,2,1,1,3,0,1,5,0,10,3,130887,0
131,1,37,1,0,0,4,0,1,1,0,2,6,4,7,3,279,0
131,1,37,0,0,0,0,0,0,0,0,4,6,1,19,3,1584,1
19,0,38,0,0,0,4,1,0,0,2,1,19,4,10,0,4170,0
131,3,37,0,0,0,0,2,0,0,0,0,63,3,6,6,40637,3
19,0,36,1,0,4,3,0,0,1,5,2,34,0,6,3,1269,5
19,1,38,1,0,14,0,6,2,0,0,5,57,1,2,3,3079,0
131,0,38,1,0,0,0,1,0,0,0,0,5,4,10,3,3258,1
101,1,39,0,0,0,2,1,0,0,1,0,5,4,33,3,5936,0
75,1,37,0,0,0,4,1,0,0,4,1,5,2,10,2,885239,1
74,0,37,1,24,0,1,0,1,0,0,1,5,4,6,2,174313,1
100,1,37,0,0,0,0,2,1,0,0,2,19,0,6,0,27556,0
101,0,39,0,0,0,0,1,1,0,4,0,34,6,10,2,40575,1
100,1,37,0,0,0,1,6,1,3,0,2,5,3,10,2,43219,0
18,0,38,0,0,0,1,0,0,0,0,5,20,2,2,5,2480,0
75,1,38,1,24,0,1,1,0,0,4,1,35,6,7,4,1540,6
19,3,39,1,0,0,6,2,2,0,0,2,5,3,6,5,40697,0
131,1,38,0,0,0,0,0,2,0,0,1,67,4,32,4,5997,1
19,1,36,0,0,1,4,2,2,0,7,1,34,3,19,3,1839,0
131,0,39,1,24,2,3,0,0,0,0,1,33,4,19,3,4756,0
