id,gender,age,signup_method,signup_flow,language,affiliate_channel,affiliate_provider,first_affiliate_tracked,signup_app,first_device_type,first_browser,action,action_type,action_detail,device_type,secs_elapsed,country_destination
82,1,34,0,0,9,6,1,2,0,4,2,22,3,7,4,5656,5
107,3,34,0,12,5,3,4,1,1,5,4,78,7,7,0,234860,2
107,0,30,0,12,0,6,0,0,1,2,3,37,7,10,3,41372,2
82,1,30,1,12,1,4,5,1,2,1,6,77,3,19,2,5758,6
107,0,61,0,12,5,5,4,1,1,3,4,63,5,2,4,41369,4
23,0,61,1,25,9,3,6,1,2,2,6,76,7,35,0,41529,5
82,0,62,0,12,0,1,6,0,2,1,6,6,1,35,8,392604,5
23,0,34,1,24,2,1,4,3,0,5,4,77,0,2,8,1028970,6
107,3,78,1,12,9,5,2,2,0,1,6,75,2,20,0,128165,5
23,1,39,0,12,0,6,4,0,2,1,3,64,2,14,8,5358,7
82,0,61,1,12,14,6,1,0,3,1,0,64,3,7,3,1032706,0
82,3,30,1,0,14,4,8,0,1,1,0,77,6,10,4,130973,0
82,0,62,0,0,1,1,2,2,3,2,5,7,4,20,6,1029384,1
107,1,35,1,24,14,1,1,2,3,5,5,37,4,2,2,128884,1
23,3,62,1,24,1,1,1,2,1,2,10,65,4,2,5,41593,7
107,0,62,0,24,2,6,4,0,2,7,3,21,5,14,1,382170,5
23,3,34,1,0,4,3,2,3,1,4,0,22,4,20,1,1021509,4
107,1,34,1,0,9,2,8,1,0,6,2,37,4,2,0,232690,0
108,1,30,0,12,9,3,6,1,0,0,6,75,2,2,6,128619,2
23,1,79,0,12,1,0,6,1,3,7,4,76,5,35,5,41110,2
82,3,30,0,24,5,7,4,1,3,4,5,6,7,35,3,128405,9
135,0,30,0,24,2,0,6,2,1,2,2,75,6,20,0,126179,5
107,3,30,1,0,2,4,4,3,3,6,10,37,5,2,6,374044,5
82,0,78,1,0,5,4,5,0,0,3,0,6,4,10,0,371328,7
23,1,30,0,24,4,5,8,3,1,7,10,76,1,7,5,41853,7
23,1,39,1,24,2,0,1,1,1,7,6,21,4,14,4,1012396,0
107,1,62,0,12,0,5,2,2,0,1,10,64,1,19,6,41678,1
23,0,62,0,12,9,2,4,3,2,7,5,76,6,10,2,40645,9
82,3,39,0,12,9,3,6,2,3,0,1,21,1,2,3,41153,2
23,3,62,1,25,14,7,6,2,2,2,6,65,7,7,8,1021501,1
107,3,78,1,12,14,1,0,1,0,4,6,37,0,19,6,127768,1
107,1,39,1,25,4,4,0,1,1,5,2,6,4,36,3,5560,9
107,3,34,1,0,1,5,2,1,2,4,10,6,4,36,2,1043462,2
108,0,39,1,25,5,4,1,2,3,2,0,37,5,10,5,227074,2
23,3,39,1,25,4,7,5,2,2,2,4,76,1,10,0,5899,7
135,0,39,1,0,0,1,1,2,3,6,2,78,0,20,1,41062,7
82,1,34,0,25,5,6,4,2,2,6,1,37,0,2,8,381902,5
107,0,39,0,12,0,1,1,1,0,2,6,64,1,35,7,5516,1
107,0,39,0,0,9,0,8,1,3,5,2,6,2,10,2,374103,5
135,0,79,0,12,5,0,5,3,2,5,10,6,5,2,0,5403,4
23,1,62,0,24,14,2,6,3,2,4,2,6,5,2,3,1006448,7
108,1,34,0,12,5,2,0,0,2,0,0,6,7,10,3,232929,7
23,0,34,1,25,2,4,5,2,0,2,6,74,0,14,6,231195,3
82,0,62,1,0,9,0,8,2,2,0,5,6,7,14,2,126588,5
107,3,39,1,12,2,6,2,2,0,3,3,64,5,7,7,42011,0
82,3,62,1,25,0,6,1,1,2,1,10,6,0,19,1,227776,4
23,0,34,1,12,14,6,5,0,0,0,6,21,0,14,6,127321,5
135,1,79,0,25,1,0,2,1,3,2,5,22,2,2,8,1040152,1
135,3,78,0,24,14,1,8,0,0,7,0,75,6,2,6,227555,3
82,0,78,1,0,0,2,8,2,1,6,2,65,7,14,3,5622,0
82,0,30,0,0,0,4,4,1,1,5,3,38,0,2,2,41323,3
135,3,30,1,25,14,3,4,0,1,1,0,37,3,14,3,380524,7
23,3,39,1,12,14,2,1,0,1,3,1,75,7,14,6,42263,0
23,3,62,0,0,14,6,6,0,0,0,4,64,6,2,7,130455,1
82,3,39,1,0,1,6,5,0,3,2,3,6,6,7,7,5647,5
82,0,30,0,12,0,3,6,3,3,3,6,65,7,14,3,128224,4
23,0,78,0,25,0,2,6,0,3,6,1,7,3,2,7,5411,7
135,0,39,0,25,4,4,2,1,2,7,10,64,7,19,1,224431,5
107,1,30,0,24,5,0,1,3,0,0,5,63,0,35,6,5906,0
23,1,79,0,0,4,5,4,3,1,7,6,6,4,20,7,1026575,0
108,0,61,0,24,2,3,0,3,2,6,10,37,0,10,6,126003,9
108,3,34,1,12,0,4,6,0,1,6,4,64,0,14,4,128774,5
107,0,79,0,12,1,7,0,0,2,3,1,65,2,20,2,381281,9
23,1,79,0,12,2,7,4,3,1,3,2,65,7,7,5,387371,9
135,1,30,1,25,2,4,1,0,3,4,0,65,7,14,8,1011215,3
107,0,30,1,12,14,0,8,0,3,0,5,7,1,14,4,41721,0
135,1,79,0,12,0,4,4,0,2,3,4,65,4,14,0,41270,1
107,3,39,0,25,9,5,1,0,0,1,3,64,4,10,1,230993,0
135,0,79,0,24,2,4,4,0,2,6,3,37,4,14,6,5619,2
23,0,34,1,25,2,6,1,3,2,2,3,6,0,20,2,226023,4
82,0,79,0,24,5,7,0,1,3,3,6,7,1,20,1,5717,1
135,3,62,0,12,4,0,8,1,2,7,3,75,6,7,0,379370,0
82,0,61,0,0,2,2,1,0,0,7,10,37,3,10,1,382767,4
82,3,79,1,0,4,1,0,2,0,4,2,22,6,35,6,1030567,3
135,3,30,1,25,14,6,8,1,3,3,6,76,1,7,8,5684,0
23,0,62,0,25,4,4,8,2,2,1,1,6,1,20,3,238433,4
135,0,62,0,24,1,0,0,1,1,6,4,77,2,2,0,127621,9
107,3,39,0,0,9,1,1,1,0,1,5,37,2,36,5,388905,3
82,0,79,1,12,5,5,0,0,2,6,1,37,1,20,4,222309,1
107,3,62,1,24,4,3,5,1,0,0,0,6,4,7,5,391959,5
82,3,30,1,25,9,4,8,0,3,4,2,21,4,2,4,126062,5
23,3,34,1,0,4,7,0,0,0,3,3,77,6,7,5,1018266,3
135,0,62,0,12,1,2,1,1,0,3,5,22,6,7,7,1034327,2
23,3,30,0,25,4,5,2,3,1,6,5,65,3,2,5,385577,1
23,3,78,0,25,1,1,4,2,2,0,6,37,7,2,5,375028,6
23,0,30,0,12,0,5,5,2,0,2,6,21,5,7,1,42123,0
135,0,34,1,0,9,3,1,1,3,0,0,37,5,14,7,127046,0
23,1,39,1,25,1,1,4,3,2,3,4,37,0,20,4,1029663,9
107,3,39,0,12,14,7,6,1,2,5,4,21,4,2,1,1041442,7
23,3,79,0,25,14,1,0,3,2,2,4,77,0,35,1,1001673,4
135,3,79,1,25,4,6,6,3,1,2,2,7,0,14,2,5598,3
82,1,34,0,24,1,3,2,3,2,2,2,65,3,10,5,42862,9
23,3,39,0,25,0,1,0,1,1,2,3,21,2,2,5,5913,3
81,3,39,1,24,0,6,1,3,1,5,3,65,7,20,1,377944,9
135,1,39,1,25,4,7,6,0,2,7,1,22,6,7,5,386211,5
135,0,61,1,25,5,3,0,3,2,4,0,64,6,7,4,130626,2
135,0,62,0,0,1,2,0,2,0,6,1,6,2,20,3,128489,3
82,3,79,0,0,2,2,4,3,0,1,4,6,7,2,0,5698,7
82,1,61,1,25,14,3,2,1,3,7,2,65,2,20,0,125692,0
82,1,78,0,0,1,1,0,0,1,6,2,22,0,14,2,381430,4
23,0,34,0,24,0,2,0,1,3,1,10,21,2,19,2,40995,0
82,0,39,1,25,14,1,1,0,0,7,1,77,2,2,4,382492,7
23,3,78,1,24,14,3,6,2,0,7,1,6,3,10,7,1034029,6
108,1,34,0,25,14,6,6,3,0,3,2,6,2,10,2,388564,6
23,0,62,1,12,5,5,8,3,0,5,4,38,4,10,4,383224,7
82,3,78,0,0,4,5,6,2,3,0,4,6,7,20,0,228707,5
107,0,62,1,0,5,5,4,3,1,2,6,74,4,10,1,40520,0
135,3,62,0,24,0,0,5,1,2,1,6,6,0,36,1,5718,0
23,3,30,1,24,9,7,8,1,2,5,4,37,7,14,1,1012335,0
108,3,34,1,25,0,0,6,3,0,7,0,6,6,14,2,392807,6
23,3,30,1,0,2,3,8,3,1,1,1,64,3,14,8,1005911,7
135,1,79,0,24,2,2,8,2,2,3,4,37,6,35,7,229727,9
82,1,30,1,12,5,1,4,1,1,3,3,21,6,10,1,231435,1
107,1,34,1,25,9,6,0,1,3,1,3,22,5,14,3,373279,7
107,3,30,0,0,0,5,4,2,2,7,6,75,5,2,8,231058,6
82,1,62,0,0,1,6,1,0,2,1,3,64,0,14,7,233775,1
23,1,61,1,24,4,4,5,2,2,3,6,37,0,20,8,1043612,4
135,0,30,1,24,2,3,0,1,3,0,6,6,3,35,6,231168,4
135,0,34,0,0,2,6,8,1,2,0,3,6,1,35,8,125264,7
135,0,61,0,25,4,4,0,0,0,5,6,21,4,7,8,5675,7
23,0,78,0,25,5,7,5,2,2,1,1,65,7,2,6,5608,5
107,3,39,1,0,0,0,5,2,0,0,3,37,3,14,5,5303,3
135,0,30,1,24,0,3,8,2,2,3,4,21,1,14,2,380588,5
107,3,79,1,25,2,4,2,1,0,5,3,37,0,35,6,41161,5
82,1,39,1,25,4,2,5,0,2,3,0,6,5,35,0,1032386,6
135,3,61,1,0,0,4,1,1,0,5,5,75,1,19,1,5447,7
107,1,61,0,24,5,2,0,2,1,5,3,64,6,2,3,232032,4
135,0,34,0,0,0,2,2,0,3,2,0,6,1,19,0,127136,5
23,0,34,0,12,14,3,6,2,0,2,3,38,2,10,0,5388,3
82,3,79,0,0,1,5,8,0,3,0,2,76,2,7,3,228250,5
23,1,78,0,24,14,5,2,3,2,1,0,22,4,35,1,127888,1
107,0,34,1,24,14,0,2,3,0,6,0,37,1,7,1,231048,7
82,1,34,1,25,9,7,4,0,2,0,1,7,4,14,2,1033482,3
135,1,79,1,24,5,5,4,2,0,5,10,21,4,2,1,127441,5
135,3,30,0,25,2,2,6,2,2,2,10,7,0,7,0,1021613,4
107,0,34,1,12,9,1,4,2,3,1,4,76,7,14,5,128305,1
23,1,34,0,25,9,2,6,1,1,2,3,76,6,20,7,233117,3
135,0,39,0,0,14,3,8,2,3,4,4,64,6,2,1,5551,0
135,3,34,0,12,1,5,0,1,3,0,2,22,3,10,6,381988,1
107,1,30,1,24,14,1,4,0,0,1,5,6,2,20,1,1024341,5
135,3,34,0,25,4,4,2,1,2,6,3,37,6,7,7,41971,6
107,3,61,0,24,2,3,8,1,0,5,3,37,3,7,6,1020449,0
23,1,62,1,24,2,3,2,0,2,1,0,37,6,7,4,230156,5
135,0,62,0,12,0,0,0,0,0,1,3,7,6,35,1,128747,0
135,1,79,1,0,9,7,2,2,2,0,5,21,1,20,4,227010,0
107,3,62,1,12,5,7,0,2,1,7,1,22,4,20,1,378688,4
135,0,61,0,12,14,3,1,1,3,3,4,21,4,14,3,226607,6
135,1,34,1,0,2,2,4,3,1,6,6,37,1,20,0,1029199,5
135,3,61,0,24,0,5,5,2,3,0,2,22,3,7,3,387804,5
107,1,30,1,25,9,1,8,0,1,5,6,6,1,20,6,41019,4
23,1,34,0,24,4,5,1,1,1,0,1,64,1,35,1,127051,0
23,3,39,0,24,4,0,5,1,0,6,6,6,2,35,4,379877,5
23,0,34,0,0,5,4,1,2,0,1,0,21,2,10,6,1016434,1
82,1,30,1,25,4,5,1,0,2,2,4,37,3,7,6,41893,7
135,0,34,0,0,2,4,5,2,3,1,0,64,1,14,0,5554,0
23,0,79,1,25,1,7,0,0,3,5,5,77,4,20,8,124668,2
23,0,79,0,0,1,3,0,2,3,3,0,74,7,20,6,1016769,0
135,1,34,1,24,5,7,1,2,0,4,4,37,4,10,8,5421,4
23,3,34,0,12,4,3,6,0,3,4,10,64,4,35,6,5539,2
82,0,61,1,24,2,5,1,3,1,7,4,6,7,10,6,234296,7
107,1,34,0,0,14,2,4,1,2,7,5,76,6,14,7,226122,5
107,0,78,1,24,2,5,8,0,1,6,5,65,5,10,0,5534,6
23,3,30,0,0,2,0,5,2,1,3,3,63,4,14,2,384381,3
108,1,62,0,24,5,7,1,3,2,7,3,77,0,35,8,1023777,3
82,1,39,1,25,2,2,6,1,1,1,10,22,4,20,3,42573,0
107,3,62,1,24,14,0,6,3,0,6,1,38,6,2,6,5884,6
107,0,61,0,25,1,4,6,3,3,5,1,37,7,20,7,42680,4
83,0,39,0,25,14,1,1,0,1,6,10,21,2,10,2,41501,7
82,0,78,0,24,2,1,4,2,0,0,4,6,0,10,6,5490,5
135,3,61,0,24,4,5,5,0,0,1,5,6,4,35,5,1012009,9
108,1,62,1,25,4,7,5,2,3,5,3,22,0,7,7,41308,7
23,1,79,1,12,1,6,1,1,1,4,4,65,4,36,7,383201,9
135,0,34,0,12,14,7,0,3,0,7,0,37,5,7,4,1014473,3
23,3,39,1,12,14,1,8,3,0,7,10,64,6,14,0,5751,1
107,3,34,1,24,2,2,5,0,0,3,5,37,4,10,5,1047662,5
107,0,34,1,0,9,0,2,1,2,2,1,76,7,10,6,1047209,4
107,3,39,1,25,14,2,8,0,2,5,6,6,7,35,7,5405,4
23,0,78,0,24,4,4,0,0,2,0,1,37,4,20,6,381857,6
82,1,79,1,0,2,1,4,3,1,3,10,76,2,2,4,1035951,1
23,3,34,1,12,1,5,6,1,1,2,0,37,5,2,7,230299,3
135,3,80,1,25,14,3,2,2,2,4,2,6,4,14,4,40468,1
135,3,34,0,24,1,4,4,2,0,0,0,22,2,20,1,5703,4
23,3,30,1,12,4,0,5,3,0,7,4,37,7,10,4,5507,7
135,0,79,0,0,4,6,1,1,2,7,10,65,7,35,1,127757,9
135,0,39,0,0,14,4,4,0,1,1,2,21,0,35,8,41456,1
135,0,34,1,24,5,6,4,2,3,3,10,6,6,36,4,384152,6
82,0,61,0,12,5,2,6,0,3,3,4,76,3,2,0,130037,1
23,3,34,0,0,4,5,5,3,0,4,4,63,1,35,3,129960,7
23,3,61,0,0,9,7,1,2,1,5,4,77,3,14,2,1050377,7
135,0,30,1,25,14,3,6,0,1,5,1,65,3,19,3,1020337,2
82,3,62,1,24,1,3,2,0,1,4,0,37,4,14,0,374570,5
135,1,39,1,0,4,5,4,2,3,6,5,74,1,10,7,129676,3
135,0,61,1,25,0,3,1,1,3,0,10,78,2,14,8,42916,0
23,0,39,0,12,9,0,0,2,0,5,2,76,0,2,6,230556,1
107,1,30,1,25,2,2,5,3,1,0,4,64,3,19,4,380304,0
108,0,62,0,12,2,1,0,3,1,7,1,22,3,10,3,42244,7
82,3,34,1,12,9,4,8,3,0,1,1,37,2,35,0,228077,3
23,0,62,1,24,0,6,4,2,3,2,1,37,5,10,2,381328,0
135,3,39,1,12,2,1,4,2,2,1,0,77,1,10,2,230174,9
82,3,79,1,12,2,0,0,0,2,5,4,37,1,14,1,5252,3
82,3,62,0,25,5,7,0,3,1,5,4,6,2,14,7,129368,0
135,1,39,1,24,1,6,1,3,3,2,5,63,2,10,8,127586,0
23,3,39,1,0,1,6,6,0,2,2,10,76,5,10,7,385595,3
23,0,34,1,12,4,3,1,1,1,7,5,64,7,7,4,229198,0
82,1,62,1,0,1,1,0,3,2,2,0,7,0,20,8,233019,0
135,1,62,0,0,5,1,0,3,1,6,3,6,1,20,8,5738,7
135,3,39,0,12,1,0,4,0,0,6,6,7,4,20,1,128950,5
23,3,30,0,12,4,4,2,3,2,3,6,77,4,14,7,5513,0
23,1,39,0,12,1,4,2,1,3,6,1,64,5,7,8,43300,1
23,0,34,1,12,1,1,2,2,0,7,5,64,4,35,5,228038,5
82,1,79,0,0,14,3,1,3,2,0,3,37,3,35,3,1030228,0
23,0,39,1,12,14,3,8,0,3,5,4,37,7,10,6,390347,0
23,1,30,1,24,2,0,5,3,0,3,2,6,6,7,8,5379,6
135,0,79,0,12,0,2,8,2,1,2,1,21,7,7,7,1040431,4
107,1,79,1,12,2,0,8,2,2,1,6,38,1,10,3,129888,6
82,3,30,1,0,0,6,0,1,2,4,6,6,5,35,5,379314,0
107,1,30,1,24,5,7,2,0,0,0,0,37,6,7,7,383881,4
23,1,39,1,12,2,5,6,0,3,7,1,64,7,2,4,379931,0
107,0,61,1,24,1,4,6,0,2,2,2,75,1,20,8,40693,6
23,1,39,1,24,14,4,4,1,0,4,4,22,0,14,4,228381,1
23,1,62,0,12,2,7,0,1,3,5,10,37,5,2,4,42800,7
23,0,62,1,12,1,2,8,1,0,6,0,75,2,14,2,226788,1
135,3,30,0,0,4,5,6,3,2,5,4,77,5,14,6,1030759,4
82,0,34,0,12,0,3,6,0,2,5,1,21,6,10,1,1014859,7
23,3,79,1,25,1,4,5,1,0,6,5,37,3,14,0,5342,2
82,1,34,1,25,2,0,8,1,1,3,4,21,3,2,4,1017417,7
135,0,34,1,0,9,1,6,0,1,3,0,6,1,35,6,1044754,6
135,0,79,1,25,9,4,6,2,0,0,6,21,1,10,1,42895,7
82,3,39,0,24,9,4,2,3,3,2,2,37,4,10,4,127761,0
135,3,39,1,24,0,5,1,1,3,7,2,76,7,19,4,1045665,9
135,3,34,1,0,4,4,6,0,2,0,6,6,3,10,5,382650,0
82,0,30,0,0,1,5,0,3,0,4,10,65,6,2,2,231688,1
107,3,79,0,25,1,2,0,0,1,2,10,7,6,2,8,1040879,1
107,1,34,0,25,5,7,6,3,3,5,1,37,3,14,3,1042729,9
135,0,39,0,0,4,4,0,2,3,1,6,37,7,20,5,1033383,1
135,3,30,1,0,4,4,6,3,3,2,5,77,4,14,1,5750,7
23,3,78,1,24,1,4,4,0,0,6,1,76,5,14,2,41100,7
107,0,30,0,24,5,5,2,2,1,3,2,64,7,35,1,128801,0
23,1,39,0,0,5,7,1,2,2,2,2,21,2,14,1,374162,4
107,1,62,0,0,5,2,6,1,3,7,5,37,0,10,1,5726,7
82,3,79,1,12,9,7,0,3,3,2,0,6,4,35,2,132122,5
135,3,34,0,12,14,6,4,2,0,4,3,37,4,7,0,230416,7
135,0,61,0,25,0,0,6,1,2,4,3,37,4,14,7,1036357,5
82,0,39,0,25,0,4,6,0,0,6,2,21,6,7,1,381545,5
135,3,79,1,25,14,4,8,0,2,7,10,37,6,7,8,42722,4
107,1,79,1,12,2,2,2,0,0,0,1,37,6,20,5,5560,1
107,1,30,0,24,2,2,0,1,1,5,0,21,4,2,2,130291,6
23,3,62,1,0,2,5,4,3,1,3,2,6,5,19,4,127594,5
135,3,39,1,24,2,7,5,0,3,1,10,75,7,14,4,41222,9
82,1,34,0,0,14,2,8,0,2,0,2,64,5,35,8,41294,0
82,3,34,0,25,2,0,4,2,1,7,4,75,3,20,7,229884,0
135,3,39,1,12,1,0,6,2,3,2,2,37,0,20,7,1040912,0
107,0,39,1,12,0,4,1,2,0,4,6,21,0,10,6,1021617,1
83,0,34,1,0,2,5,6,2,1,4,3,6,4,2,3,371673,3
23,3,61,0,25,14,3,0,1,3,0,10,75,2,10,1,42387,4
107,1,34,1,12,1,3,0,3,0,5,3,37,0,20,6,42335,1
81,0,61,0,12,5,6,2,1,0,4,0,64,6,35,3,375817,1
135,1,78,1,24,5,2,0,1,0,4,0,77,4,20,3,229216,5
107,3,35,0,12,2,6,2,1,0,6,2,7,0,7,0,1045305,4
108,1,79,0,24,1,7,1,0,1,5,4,77,1,14,2,124655,1
135,3,79,1,0,14,1,2,3,1,6,4,37,6,20,1,5737,6
135,3,39,0,24,0,5,4,0,1,4,10,6,1,10,6,5648,7
135,1,30,0,12,1,7,4,0,3,1,3,22,6,14,0,384855,5
83,3,62,1,24,9,5,8,3,1,0,10,37,7,2,7,227354,5
23,3,30,1,24,9,4,8,3,3,4,1,37,0,2,2,5463,0
107,3,30,1,12,1,5,0,0,1,1,1,6,1,20,0,5608,2
135,0,39,1,24,14,2,1,2,1,6,1,21,6,2,5,375875,9
107,0,30,0,24,5,4,4,3,0,6,1,64,4,10,1,130275,7
107,1,39,1,25,1,3,4,1,0,2,6,21,2,2,6,127364,1
135,0,39,1,12,1,0,0,2,1,2,2,76,2,10,5,5446,1
82,3,61,1,12,5,0,4,1,0,0,2,64,0,10,7,231637,7
23,0,79,0,24,0,3,8,2,1,7,3,37,7,14,5,126446,3
82,1,39,1,12,2,1,6,1,1,0,10,6,1,14,2,126921,0
82,0,61,1,24,4,5,6,2,1,3,10,65,2,10,5,130842,3
107,3,39,0,0,4,0,2,1,0,7,3,6,1,20,0,42469,9
107,3,61,1,24,14,5,8,2,1,1,10,6,2,2,0,5346,0
23,3,79,0,25,1,5,5,1,1,5,0,37,2,20,2,128508,0
23,3,61,0,12,2,0,6,2,0,7,1,21,0,35,6,5555,9
107,1,78,1,12,2,4,4,2,2,3,6,37,7,20,7,1046104,2
23,3,30,0,0,1,7,0,3,2,3,6,37,7,7,6,379955,0
107,0,34,0,12,2,5,8,2,2,7,3,76,1,20,0,5870,7
82,1,79,1,0,14,7,2,3,0,4,0,22,1,2,4,378809,0
107,3,39,0,0,2,1,0,2,0,5,2,37,7,10,1,230493,9
107,1,39,0,25,2,3,1,0,1,6,1,75,5,2,1,41973,2
108,1,79,0,12,2,5,6,1,1,7,10,37,4,20,6,41743,6
23,3,30,1,24,9,3,6,3,0,0,6,75,7,10,6,40207,7
135,1,34,0,24,4,1,5,1,2,5,4,65,1,14,2,41231,9
135,1,62,1,12,0,3,5,2,1,0,3,74,2,10,8,5550,7
107,0,34,0,25,1,2,1,0,1,1,4,37,7,7,7,377861,7
23,0,79,1,25,14,6,2,2,3,6,3,75,3,20,3,1007537,6
135,0,39,1,12,4,4,5,3,0,3,3,78,5,10,1,5234,2
23,0,79,1,24,0,4,5,0,0,3,10,6,3,14,5,384813,9
82,0,39,0,0,0,5,1,1,0,7,10,38,3,10,3,5213,2
107,1,34,1,12,4,3,6,0,2,6,0,22,2,14,7,236549,1
135,3,34,1,0,4,7,0,1,3,4,0,74,0,19,8,375698,2
107,1,39,1,12,1,2,6,2,0,2,0,37,4,2,3,1037720,9
107,3,39,1,0,4,5,5,2,2,5,3,77,2,10,2,386056,1
23,0,39,1,24,14,7,4,1,2,1,10,22,2,19,0,1007203,7
23,0,39,0,12,4,5,4,3,1,4,4,21,7,7,1,391955,7
23,1,34,1,12,5,3,8,3,2,1,6,37,7,10,4,41389,4
23,1,79,0,24,5,3,2,0,1,7,6,7,1,7,5,1043885,9
23,0,80,0,24,0,1,4,3,0,4,5,65,4,7,4,233043,5
82,1,61,0,25,9,5,6,0,1,1,3,22,4,7,0,40698,4
82,0,34,1,25,1,0,6,1,3,5,4,64,7,14,7,1038566,4
23,1,39,0,0,2,5,1,3,2,6,3,21,0,10,4,383186,6
82,3,34,0,12,5,0,1,0,1,0,1,21,4,35,4,5615,9
135,1,61,1,24,5,5,4,2,0,7,5,37,0,10,7,5450,0
82,1,30,0,25,1,3,2,1,2,0,4,6,5,10,3,228808,4
82,3,34,0,0,9,5,8,1,1,5,3,7,2,7,3,4979,4
82,1,78,0,12,14,1,0,3,2,0,2,6,3,35,6,225891,2
82,3,39,0,25,0,6,5,3,3,2,2,64,3,2,0,1037632,3
135,3,34,0,0,5,0,8,1,2,1,2,6,7,10,3,5410,2
107,1,34,0,25,2,3,0,1,1,6,10,37,1,2,5,42592,2
82,0,79,1,12,1,7,5,2,3,1,3,6,2,36,4,232286,5
135,3,62,1,0,4,2,4,3,3,3,3,6,0,2,3,41530,0
135,3,39,1,0,4,7,4,3,3,5,2,75,7,14,5,383522,9
23,3,79,0,0,1,4,1,2,3,2,1,21,4,7,5,382543,4
23,0,39,0,24,4,1,5,3,0,4,1,6,3,20,4,373925,0
135,0,39,1,0,0,6,6,2,1,4,4,21,3,20,5,5434,5
107,3,39,0,25,14,4,4,3,1,4,0,6,1,14,4,384315,0
23,0,34,1,24,14,4,1,3,1,2,5,6,3,20,3,41766,7
82,3,34,0,25,1,1,0,2,3,4,0,6,3,10,3,5297,7
82,1,78,0,12,0,4,1,3,2,4,2,77,5,7,1,1009359,9
107,3,79,0,24,1,3,5,0,0,0,4,37,6,35,1,41807,6
82,0,79,0,12,9,1,1,3,1,6,10,37,0,7,2,128657,0
23,0,79,1,24,14,6,8,3,3,2,6,37,5,7,1,1014952,0
82,3,62,1,25,2,6,0,0,1,5,5,65,6,7,3,1033881,6
23,3,80,0,0,5,6,2,1,0,2,4,37,2,7,0,377392,7
135,1,78,0,12,2,4,5,2,3,4,5,65,5,14,3,41654,4
82,3,39,1,25,4,6,6,1,2,0,10,75,5,35,5,5653,6
82,0,62,0,0,5,5,1,3,3,3,10,64,0,7,6,129303,4
82,3,30,1,0,2,6,0,1,1,3,10,37,6,14,8,6005,5
135,3,79,1,12,5,0,2,2,1,1,0,65,5,20,6,230218,1
23,1,39,1,0,9,1,0,0,0,7,10,37,1,20,6,234232,9
23,3,30,0,25,5,5,1,1,1,3,2,76,7,10,7,1002587,6
135,3,62,0,25,2,5,1,3,0,2,10,37,4,7,3,42209,5
23,0,78,0,12,14,6,4,2,3,3,10,22,4,20,8,1022835,5
107,0,62,0,0,5,5,4,3,3,3,5,37,1,14,2,387414,6
135,1,61,0,12,14,7,1,2,1,2,0,21,5,14,6,130813,9
82,3,61,1,12,14,0,5,3,0,2,2,22,0,20,3,382128,0
107,0,61,1,24,0,4,0,1,2,0,4,37,5,20,4,234516,7
82,0,78,0,24,0,7,1,1,3,6,6,6,1,10,2,129408,1
135,1,61,1,12,2,6,1,1,0,0,10,6,1,14,1,1002472,2
135,0,34,0,24,1,7,4,3,3,0,1,6,6,10,2,5389,3
135,0,80,0,25,9,4,5,0,1,0,0,22,1,2,8,5806,0
107,1,30,0,25,5,7,0,0,0,4,3,64,5,7,1,5544,0
23,0,39,0,24,4,2,1,0,2,3,6,21,7,7,0,1029648,0
82,0,39,0,0,0,7,6,2,2,1,5,75,2,7,2,5990,4
82,0,79,0,25,0,6,8,3,2,5,10,66,1,14,5,372771,5
135,0,30,0,24,0,5,6,1,1,4,5,37,3,2,2,233923,1
135,3,61,0,0,0,7,1,2,1,6,4,37,6,36,4,5647,1
82,0,34,0,12,14,7,1,1,1,3,2,64,6,20,0,42211,2
82,3,39,1,12,4,5,0,2,1,5,3,75,1,20,4,129799,6
135,1,79,0,0,1,3,1,2,3,1,5,63,6,14,4,5623,4
23,1,79,0,12,0,1,1,3,1,3,1,21,2,7,4,41775,3
23,1,30,0,24,4,1,4,0,0,4,10,77,2,10,7,1024608,4
108,0,62,0,25,4,0,5,3,0,7,1,21,1,7,1,5485,0
135,0,79,1,12,0,2,0,3,1,7,3,37,2,14,8,5450,9
23,1,78,0,25,5,7,5,2,1,0,4,7,4,7,4,1040046,2
107,0,30,0,24,9,3,4,2,3,5,6,37,7,7,3,5744,2
82,3,78,0,24,2,4,6,3,1,3,4,37,1,20,0,234564,5
23,3,39,1,24,9,6,1,2,2,7,10,77,5,35,1,126973,2
23,0,30,0,24,9,4,1,2,3,5,0,6,5,20,3,230255,2
107,0,61,0,24,4,0,6,2,0,2,10,78,6,10,8,1019449,3
23,1,61,0,12,0,4,0,0,1,5,3,22,6,20,7,41475,1
135,0,39,0,12,0,0,2,3,1,0,10,37,5,10,7,1028972,1
135,1,35,1,12,0,7,6,2,0,5,1,21,1,20,1,126885,0
82,3,30,1,12,1,3,8,0,0,2,4,21,1,14,8,5715,5
82,0,30,1,25,0,4,1,3,0,2,2,22,2,20,7,40917,0
107,1,39,1,12,2,1,4,1,1,4,2,64,4,35,3,130549,7
82,0,62,1,12,4,7,8,0,2,4,0,65,3,20,0,230226,0
107,1,34,1,25,2,7,6,0,0,3,10,37,6,20,0,234890,5
23,3,30,0,12,14,6,6,3,2,4,0,37,2,2,1,377856,4
23,3,79,0,25,0,2,8,2,2,7,4,22,6,10,7,388284,7
